notification_id,job_name,exam_name,department,organization,qualification,age,salary,pay_level,vacancies,state,location,category,application_start,application_end,exam_date,result_date,official_website,official_pdf,apply_link,selection_process,application_fee,status,verification_status,verification_source,verification_timestamp,confidence,priority,notes,tags,first_seen,last_checked,days_left,stage
2440f1ee2500,RRB Technician Recruitment 2026 –Apply Online for 6557 Posts | Last Date 29-07-2026,,,RRB Technician,,,,,6557,All India,All India,Job,,2026-07-29,,,,,https://www.indgovtjobs.in/2026/05/rrb-technician-recruitment.html,,,Not Applied,Application Closed,aggregator:indgovtjobs.in,2026-07-23T17:53:56,0.3,Low,Found via aggregator - needs official confirmation,"aggregator,indgovtjobs.in,diploma jobs,iti jobs,new,railway jobs",2026-07-13T11:44:56,2026-07-30T09:22:13,-1,Expired
38ba695460ee,"Apprentice Government Jobs 2026 (10000+ Vacancies for Fresher ITI, Diploma, Graduates)",,,Apprentice Government Jobs 2026 (10000+ Vacancies for Freshe,,,,,10000,All India,All India,Apprenticeship,,,,,,,https://www.indgovtjobs.in/2017/04/Apprentice-Jobs.html,,,Not Applied,Unverified,aggregator:indgovtjobs.in,2026-07-16T18:44:28,0.3,Low,Found via aggregator - needs official confirmation,"aggregator,indgovtjobs.in,apprenticeship training,top pages",2026-07-13T11:44:56,2026-07-30T09:22:13,,New
c5cff61d9419,BIRAC Recruitment 2026 - Apply Online for 15 Various Posts | Last Date 12-07-2026,,,BIRAC,,,,,,Delhi,Delhi,Job,,2026-07-12,,,,,https://www.indgovtjobs.in/2026/07/birac-recruitment.html,,,Not Applied,Application Closed,aggregator:indgovtjobs.in,2026-07-18T23:40:39,0.3,Low,Found via aggregator - needs official confirmation,"aggregator,indgovtjobs.in,delhi jobs,law,officer jobs,young professionals",2026-07-13T11:44:56,2026-07-30T09:22:13,-18,Expired
759c8c9b2189,Cabinet Secretariat SFO Technical Recruitment 2026 – Application Form for 25 Posts | Last Date 12-07-2026,,,Cabinet Secretariat SFO Technical,,,,,25,Delhi,Delhi,Exam,,2026-07-12,,,,,https://www.indgovtjobs.in/2026/06/cabinet-secretariat-sfo-technical.html,,,Not Applied,Application Closed,aggregator:indgovtjobs.in,2026-07-18T23:40:39,0.3,Low,Found via aggregator - needs official confirmation,"aggregator,indgovtjobs.in,cabinet secretariat,delhi jobs,gate 2026 vacancies,officer jobs",2026-07-13T11:44:56,2026-07-30T09:22:13,-18,Expired
7ba086e4f5b4,UPSC Advertisement No. 08/2026 - Apply Online for 48 Various Posts,,,UPSC Advertisement No. 08/2026 - Apply Online for 48 Various,,,,,,All India,All India,Job,,,,,,,https://www.indgovtjobs.in/2026/07/UPSC-Advertisement-No-08-2026.html,,,Not Applied,Unverified,aggregator:indgovtjobs.in,2026-07-14T23:40:39,0.3,Low,Found via aggregator - needs official confirmation,"aggregator,indgovtjobs.in,faculty jobs,medical jobs,new,officer jobs",2026-07-13T11:44:56,2026-07-30T09:22:13,,New
5dc6467a8564,"SBI Medical Officer Recruitment 2026: Apply Online for 35 Posts, Notification | Last Date 14-07-2026",,,SBI Medical Officer,,,,,35,All India,All India,Job,,2026-07-14,,,,,https://www.indgovtjobs.in/2026/06/sbi-medical-officer-recruitment.html,,,Not Applied,Application Closed,aggregator:indgovtjobs.in,2026-07-14T23:40:39,0.3,Low,Found via aggregator - needs official confirmation,"aggregator,indgovtjobs.in,bank jobs,medical jobs,officer jobs",2026-07-13T11:44:56,2026-07-30T09:22:13,-16,Expired
70ed734b1425,SBI Law Officer Recruitment 2026: Apply Online for 47 Assistant Manager & Deputy Manager Posts | Last Date 14-07-2026,,,SBI Law Officer,,,,,,All India,All India,Job,,2026-07-14,,,,,https://www.indgovtjobs.in/2026/06/SBI-Law-Officer-Recruitment.html,,,Not Applied,Application Closed,aggregator:indgovtjobs.in,2026-07-18T23:40:39,0.3,Low,Found via aggregator - needs official confirmation,"aggregator,indgovtjobs.in,bank jobs,law,officer jobs",2026-07-13T11:44:56,2026-07-30T09:22:13,-16,Expired
16e211681d5c,NEIGRIHMS DEO Recruitment 2026 – Walk in Interview on 17-07-2026,,,NEIGRIHMS DEO,,,,,,Meghalaya,Meghalaya,Job,,,,,,,https://www.indgovtjobs.in/2026/07/neigrihms-deo-recruitment.html,,,Not Applied,Unverified,aggregator:indgovtjobs.in,2026-07-20T17:05:38,0.3,Low,Found via aggregator - needs official confirmation,"aggregator,indgovtjobs.in,data entry jobs,meghalaya jobs",2026-07-13T11:44:56,2026-07-30T09:22:13,,New
5610cbbbd65f,Young Professional Recruitment 2026: Latest YP Central Govt Job Vacancies,,,Young Professional,,,,,,All India,All India,Job,,,,,,,https://www.indgovtjobs.in/2026/07/Young-Professional-Recruitment.html,,,Not Applied,Unverified,aggregator:indgovtjobs.in,2026-07-17T23:40:37,0.3,Low,Found via aggregator - needs official confirmation,"aggregator,indgovtjobs.in,top pages",2026-07-13T11:44:56,2026-07-30T09:22:13,,New
67706a492af4,SBI Medical Officer Recruitment 2026 – Apply Offline for Contractual Medical Officer Post in Gurgaon,,,SBI Medical Officer,,,,,,Haryana,Haryana,Job,,,,,,,https://www.indgovtjobs.in/2026/07/sbi-medical-officer-recruitment.html,,,Not Applied,Unverified,aggregator:indgovtjobs.in,2026-07-17T23:40:37,0.3,Low,Found via aggregator - needs official confirmation,"aggregator,indgovtjobs.in,bank jobs,haryana jobs,medical jobs",2026-07-13T11:44:56,2026-07-30T09:22:13,,New
3af35e47150a,ONGC Graduate Trainee Recruitment 2026 Notification Out | Apply Online from 17 July,,,ONGC Graduate Trainee,,,,,,All India,All India,Job,,,,,,,https://www.indgovtjobs.in/2026/07/ongc-graduate-trainee-recruitment.html,,,Not Applied,Unverified,aggregator:indgovtjobs.in,2026-07-17T23:40:37,0.3,Low,Found via aggregator - needs official confirmation,"aggregator,indgovtjobs.in,engineer jobs,gate 2026 vacancies,ongc jobs,upcoming",2026-07-13T11:44:56,2026-07-30T09:22:13,,New
2fe781298a3c,"NIT Mizoram Registrar Recruitment 2026 – Notification, Application Form",,,NIT Mizoram Registrar,,,,,,Mizoram,Mizoram,Job,,,,,,,https://www.indgovtjobs.in/2026/07/nit-mizoram-registrar-recruitment.html,,,Not Applied,Unverified,aggregator:indgovtjobs.in,2026-07-17T23:40:37,0.3,Low,Found via aggregator - needs official confirmation,"aggregator,indgovtjobs.in,institute and university jobs,mizoram jobs",2026-07-13T11:44:56,2026-07-30T09:22:13,,New
5bf73b3f6cf1,NABARD Specialist Recruitment July 2026: Apply Online for 6 Contract Specialist Posts | Last Date 23-07-2026,,,NABARD Specialist,,,,,,All India,All India,Job,,2026-07-23,,,,,https://www.indgovtjobs.in/2026/07/NABARD-Specialist-Recruitment-July-2026.html,,,Not Applied,Application Closed,aggregator:indgovtjobs.in,2026-07-16T18:44:28,0.3,Low,Found via aggregator - needs official confirmation,"aggregator,indgovtjobs.in,it jobs,nabard",2026-07-13T11:44:56,2026-07-30T09:22:13,-7,Expired
6a1ba80c0baf,IDBI Bank SO Recruitment 2026 – Notification for 31 Posts | Last Date 26-07-2026,,,IDBI Bank SO,,,,,31,All India,All India,Job,,2026-07-26,,,,,https://www.indgovtjobs.in/2026/07/IDBI-Bank-SO-Recruitment.html,,,Not Applied,Application Closed,aggregator:indgovtjobs.in,2026-07-17T23:40:37,0.3,Low,Found via aggregator - needs official confirmation,"aggregator,indgovtjobs.in,bank jobs,new,officer jobs",2026-07-13T11:44:56,2026-07-30T09:22:13,-4,Expired
076a22758017,CWC Young Professional Recruitment 2026 – Apply Online for 06 Posts | Last Date 22-07-2026,,,CWC Young Professional,,,,,06,Delhi,Delhi,Job,,2026-07-22,,,,,https://www.indgovtjobs.in/2026/07/cwc-young-professional-recruitment.html,,,Not Applied,Application Closed,aggregator:indgovtjobs.in,2026-07-17T23:40:37,0.3,Low,Found via aggregator - needs official confirmation,"aggregator,indgovtjobs.in,agriculture,delhi jobs,young professionals",2026-07-13T11:44:56,2026-07-30T09:22:13,-8,Expired
b721dc7f0673,ICAR IVRI Young Professional Vacancy 2026 – Walk in Interview on 15-07-2026,,,ICAR IVRI Young Professional,,,,,,Uttar Pradesh,Uttar Pradesh,Job,,,,,,,https://www.indgovtjobs.in/2026/07/icar-ivri-young-professional-vacancy.html,,,Not Applied,Unverified,aggregator:indgovtjobs.in,2026-07-17T23:40:37,0.3,Low,Found via aggregator - needs official confirmation,"aggregator,indgovtjobs.in,icar,uttar pradesh jobs,young professionals",2026-07-13T11:44:56,2026-07-30T09:22:13,,New
ca7603e30152,"CCI Recruitment 2026 - Apply Online for 148 Posts, Notification | Last Date 24-07-2026",,,CCI,,,,,148,All India,All India,Job,,2026-07-24,,,,,https://www.indgovtjobs.in/2026/07/CCI-Recruitment.html,,,Not Applied,Application Closed,aggregator:indgovtjobs.in,2026-07-14T23:40:39,0.3,Low,Found via aggregator - needs official confirmation,"aggregator,indgovtjobs.in,assistants,management trainees,manager jobs,new",2026-07-13T11:44:56,2026-07-30T09:22:13,-6,Expired
6403debccb6c,"ICSIL Recruitment 2026 - Apply Online for DEO, MTS & Driver Posts | Last Date 11-07-2026",,,ICSIL,,,,,,Delhi,Delhi,Job,,2026-07-11,,,,,https://www.indgovtjobs.in/2026/07/ICSIL-Recruitment.html,,,Not Applied,Application Closed,aggregator:indgovtjobs.in,2026-07-17T23:40:37,0.3,Low,Found via aggregator - needs official confirmation,"aggregator,indgovtjobs.in,data entry jobs,delhi jobs,driver jobs",2026-07-13T11:44:56,2026-07-30T09:22:13,-19,Expired
37111f5708f8,Lakshmibai College Non Teaching Recruitment 2026 – Apply Online for 24 Posts | Last Date 11-07-2026,,,Lakshmibai College Non Teaching,,,,,24,Delhi,Delhi,Job,,2026-07-11,,,,,https://www.indgovtjobs.in/2026/06/lakshmibai-college-non-teaching.html,,,Not Applied,Application Closed,aggregator:indgovtjobs.in,2026-07-17T23:40:37,0.3,Low,Found via aggregator - needs official confirmation,"aggregator,indgovtjobs.in,assistants,computer jobs,delhi jobs,institute and university jobs",2026-07-13T11:44:56,2026-07-30T09:22:13,-19,Expired
5a5f4ed79766,IOB Apprentice Recruitment 2026 – Apply Online for 750 Vacancies | Last Date 20-07-2026,,,IOB Apprentice,,,,,750,All India,All India,Apprenticeship,,2026-07-20,,,,,https://www.indgovtjobs.in/2026/07/IOB-Apprentice-Recruitment.html,,,Not Applied,Application Closed,aggregator:indgovtjobs.in,2026-07-14T23:40:39,0.3,Low,Found via aggregator - needs official confirmation,"aggregator,indgovtjobs.in,apprenticeship training,bank jobs,new",2026-07-13T11:44:56,2026-07-30T09:22:13,-10,Expired
d4b65d22faf6,Jalna DCC Bank Recruitment 2026 – Apply Online for 70 Various Posts | Last Date 18-07-2026,,,Jalna DCC Bank,,,,,,Maharashtra,Maharashtra,Job,,2026-07-18,,,,,https://www.indgovtjobs.in/2026/07/Jalna-DCC-Bank-Recruitment.html,,,Not Applied,Application Closed,aggregator:indgovtjobs.in,2026-07-20T17:05:37,0.3,Low,Found via aggregator - needs official confirmation,"aggregator,indgovtjobs.in,bank jobs,clerk jobs,maharashtra jobs,manager jobs",2026-07-13T11:44:56,2026-07-30T09:22:13,-12,Expired
01eb51896806,Bank of Baroda IT Recruitment 2026 – Apply Online for 05 Posts | Last Date 10-07-2026,,,Bank of Baroda IT,,,,,05,All India,All India,Job,,2026-07-10,,,,,https://www.indgovtjobs.in/2026/06/bank-of-baroda-it-recruitment.html,,,Not Applied,Application Closed,aggregator:indgovtjobs.in,2026-07-17T23:40:37,0.3,Low,Found via aggregator - needs official confirmation,"aggregator,indgovtjobs.in,bank jobs,it jobs,top level jobs",2026-07-13T11:44:56,2026-07-30T09:22:13,-20,Expired
15dbef457743,"GIMS Clerical Cadre Recruitment 2026 – Apply Online for 33 Posts, Notification | Last Date 10-07-2026",,,GIMS Clerical Cadre,,,,,33,Uttar Pradesh,Uttar Pradesh,Job,,2026-07-10,,,,,https://www.indgovtjobs.in/2026/06/GIMS-Clerical-Cadre-Recruitment.html,,,Not Applied,Application Closed,aggregator:indgovtjobs.in,2026-07-17T16:17:18,0.3,Low,Found via aggregator - needs official confirmation,"aggregator,indgovtjobs.in,clerk jobs,institute and university jobs,uttar pradesh jobs",2026-07-13T11:44:56,2026-07-30T09:22:13,-20,Expired
67ad92d39370,BBMB Apprentice Recruitment 2026 – Apply Online for 16 Posts | Last Date 10-07-2026,,,BBMB Apprentice,,,,,16,Haryana,Haryana,Apprenticeship,,2026-07-10,,,,,https://www.indgovtjobs.in/2026/06/bbmb-apprentice-recruitment.html,,,Not Applied,Application Closed,aggregator:indgovtjobs.in,2026-07-17T16:17:18,0.3,Low,Found via aggregator - needs official confirmation,"aggregator,indgovtjobs.in,apprenticeship training,haryana jobs,iti jobs",2026-07-13T11:44:56,2026-07-30T09:22:13,-20,Expired
7d6f196ff958,FDDI Junior Faculty & Academic Support Staff Recruitment 2026 - Apply for 03 Posts | Last Date 09-07-2026,,,FDDI Junior Faculty & Academic Support Staff,,,,,03,Telangana,Telangana,Job,,2026-07-09,,,,,https://www.indgovtjobs.in/2026/07/fddi-junior-faculty-academic-support.html,,,Not Applied,Application Closed,aggregator:indgovtjobs.in,2026-07-17T16:17:18,0.3,Low,Found via aggregator - needs official confirmation,"aggregator,indgovtjobs.in,assistants,faculty jobs,hyderabad jobs,telangana jobs",2026-07-13T11:44:56,2026-07-30T09:22:13,-21,Expired
8bcadde76d3f,IIM Mumbai Non Teaching Recruitment 2026 – Apply Online for 11 Posts | Last Date 09-07-2026,,,IIM Mumbai Non Teaching,,,,,11,Maharashtra,Maharashtra,Job,,2026-07-09,,,,,https://www.indgovtjobs.in/2026/06/iim-mumbai-non-teaching-recruitment.html,,,Not Applied,Application Closed,aggregator:indgovtjobs.in,2026-07-17T16:17:18,0.3,Low,Found via aggregator - needs official confirmation,"aggregator,indgovtjobs.in,assistants,institute and university jobs,manager jobs,mumbai jobs",2026-07-13T11:44:56,2026-07-30T09:22:13,-21,Expired
a032c8ad955c,"UPSSSC Havaldar Instructor Recruitment 2026 - Notification, Online Form, 209 Posts | Last Date 09-07-2026",,,UPSSSC Havaldar Instructor,,,,,209,Uttar Pradesh,Uttar Pradesh,Job,,2026-07-09,,,,,https://www.indgovtjobs.in/2026/04/upsssc-havaldar-instructor-recruitment.html,,,Not Applied,Application Closed,aggregator:indgovtjobs.in,2026-07-16T18:44:28,0.3,Low,Found via aggregator - needs official confirmation,"aggregator,indgovtjobs.in,uttar pradesh jobs",2026-07-13T11:44:56,2026-07-30T09:22:13,-21,Expired
1cd698f0d673,TMB Job Vacancy 2026 – Apply Online Senior Relationship Manager and Data Scientist Posts,,,TMB Job,,,,,,All India,All India,Job,,,,,,,https://www.indgovtjobs.in/2026/07/TMB-Job-Vacancy.html,,,Not Applied,Unverified,aggregator:indgovtjobs.in,2026-07-16T18:44:28,0.3,Low,Found via aggregator - needs official confirmation,"aggregator,indgovtjobs.in,bank jobs,chennai jobs,manager jobs,scientist jobs",2026-07-13T11:44:56,2026-07-30T09:22:13,,New
3ff710bcf65e,IOCL Apprentice Recruitment 2026 – Apply Online 1624 Posts | Last Date 28-07-2026,,,IOCL Apprentice,,,,,1624,All India,All India,Apprenticeship,,2026-07-28,,,,,https://www.indgovtjobs.in/2026/06/iocl-apprentice-recruitment.html,,,Not Applied,Application Closed,aggregator:indgovtjobs.in,2026-07-20T17:05:38,0.3,Low,Found via aggregator - needs official confirmation,"aggregator,indgovtjobs.in,apprenticeship training,diploma jobs,iocl,iti jobs",2026-07-13T11:44:56,2026-07-30T09:22:13,-2,Expired
32e5883ec885,TIFR Clerk Trainee Recruitment 2026 – Walk in Selection for 10 Posts,,,TIFR Clerk Trainee,,,,,10,All India,All India,Job,,,,,,,https://www.indgovtjobs.in/2026/06/tifr-clerk-trainee-recruitment.html,,,Not Applied,Unverified,aggregator:indgovtjobs.in,2026-07-14T23:40:39,0.3,Low,Found via aggregator - needs official confirmation,"aggregator,indgovtjobs.in,clerk jobs,mumbai jobs",2026-07-13T11:44:56,2026-07-30T09:22:13,,New
63cfe39c3d27,BEL Chennai Unit Recruitment 2026 – Apply Online for 07 Technician & EAT Posts | Last Date 08-07-2026,,,BEL Chennai Unit,,,,,,Tamil Nadu,Tamil Nadu,Job,,2026-07-08,,,,,https://www.indgovtjobs.in/2026/06/bel-chennai-unit-recruitment.html,,,Not Applied,Application Closed,aggregator:indgovtjobs.in,2026-07-14T23:40:39,0.3,Low,Found via aggregator - needs official confirmation,"aggregator,indgovtjobs.in,bel jobs,chennai jobs,engineer jobs,technician jobs",2026-07-13T11:44:56,2026-07-30T09:22:13,-22,Expired
874e9f7fbe8d,SBI Defence Banking Advisor Recruitment 2026 – Apply Online for 05 Posts | Last Date 08-07-2026,,,SBI Defence Banking Advisor,,,,,05,All India,All India,Job,,2026-07-08,,,,,https://www.indgovtjobs.in/2026/06/sbi-defence-banking-advisor-recruitment.html,,,Not Applied,Application Closed,aggregator:indgovtjobs.in,2026-07-14T23:40:39,0.3,Low,Found via aggregator - needs official confirmation,"aggregator,indgovtjobs.in,bank jobs,defence jobs",2026-07-13T11:44:56,2026-07-30T09:22:13,-22,Expired
ec9f52fd7a22,MSC Bank IT Officer Recruitment 2026 – Apply Offline for 26 Posts | Last Date 08-07-2026,,,MSC Bank IT Officer,,,,,26,Maharashtra,Maharashtra,Job,,2026-07-08,,,,,https://www.indgovtjobs.in/2026/06/msc-bank-it-officer-recruitment-2026.html,,,Not Applied,Application Closed,aggregator:indgovtjobs.in,2026-07-14T23:40:39,0.3,Low,Found via aggregator - needs official confirmation,"aggregator,indgovtjobs.in,bank jobs,it jobs,maharashtra jobs,officer jobs",2026-07-13T11:44:56,2026-07-30T09:22:13,-22,Expired
430df6694551,MSC Bank Treasury Specialized Officer Recruitment 2026 - Notification for 07 Posts | Last Date 08-07-2026,,,MSC Bank Treasury Specialized Officer,,,,,07,Maharashtra,Maharashtra,Job,,2026-07-08,,,,,https://www.indgovtjobs.in/2026/06/msc-bank-treasury-specialized-officer.html,,,Not Applied,Application Closed,aggregator:indgovtjobs.in,2026-07-14T23:40:39,0.3,Low,Found via aggregator - needs official confirmation,"aggregator,indgovtjobs.in,bank jobs,maharashtra jobs,officer jobs",2026-07-13T11:44:56,2026-07-30T09:22:13,-22,Expired
1dcfa46a6ae0,MDL Apprentice Recruitment 2026 – Apply Online for 495 ITI & Non-ITI Posts | Last Date 08-07-2026,,,MDL Apprentice,,,,,,All India,All India,Apprenticeship,,2026-07-08,,,,,https://www.indgovtjobs.in/2026/06/MDL-Apprentice-Recruitment.html,,,Not Applied,Application Closed,aggregator:indgovtjobs.in,2026-07-14T23:40:39,0.3,Low,Found via aggregator - needs official confirmation,"aggregator,indgovtjobs.in,apprenticeship training,iti jobs,mumbai jobs",2026-07-13T11:44:56,2026-07-30T09:22:13,-22,Expired
1af8cfe898ec,Sangli DCC Bank Clerk Recruitment 2026 – Apply Online for 444 Posts | Last Date 08-07-2026,,,Sangli DCC Bank Clerk,,,,,444,Maharashtra,Maharashtra,Job,,2026-07-08,,,,,https://www.indgovtjobs.in/2026/06/sangli-dcc-bank-clerk-recruitment.html,,,Not Applied,Application Closed,aggregator:indgovtjobs.in,2026-07-14T23:40:39,0.3,Low,Found via aggregator - needs official confirmation,"aggregator,indgovtjobs.in,bank jobs,clerk jobs,maharashtra jobs",2026-07-13T11:44:56,2026-07-30T09:22:13,-22,Expired
cf67f483a91e,SBI Probationary Officer Recruitment 2026 – Apply Online for 1500 Posts | Last Date: 08-07-2026,,,SBI Probationary Officer,,,,,1500,All India,All India,Job,,2026-07-08,,,,,https://www.indgovtjobs.in/2026/06/sbi-probationary-officer-recruitment.html,,,Not Applied,Application Closed,aggregator:indgovtjobs.in,2026-07-14T23:40:39,0.3,Low,Found via aggregator - needs official confirmation,"aggregator,indgovtjobs.in,bank jobs,officer jobs",2026-07-13T11:44:56,2026-07-30T09:22:13,-22,Expired
3dfba88b6b43,AAI NER Apprentice Recruitment 2026 - Apply Online for 95 Posts | Last Date 28-07-2026,,,AAI NER Apprentice,,,,,95,All India,All India,Apprenticeship,,2026-07-28,,,,,https://www.indgovtjobs.in/2026/07/aai-ner-apprentice-recruitment.html,,,Not Applied,Application Closed,aggregator:indgovtjobs.in,2026-07-30T09:22:13,0.3,Low,Found via aggregator - needs official confirmation,"aggregator,indgovtjobs.in,aai,apprenticeship training,diploma jobs,engineer jobs",2026-07-13T11:44:56,2026-07-30T09:22:13,-2,Expired
fad1c4d39d67,BSUSC Bihar Assistant Professor Recruitment 2026 Apply Online 3674 Posts | Last Date 15th July 2026,,,BSUSC Bihar Assistant Professor,,,,,3674,Bihar,Bihar,Job,,,,,,,https://www.indgovtjobs.in/2026/07/bsusc-bihar-assistant-professor.html,,,Not Applied,Unverified,aggregator:indgovtjobs.in,2026-07-14T23:40:39,0.3,Low,Found via aggregator - needs official confirmation,"aggregator,indgovtjobs.in,bihar jobs,faculty jobs",2026-07-13T11:44:56,2026-07-30T09:22:13,,New
729e2b6f635e,HPPSC Assistant Professor Recruitment 2026 – Apply Online for 369 Posts | Last Date 14-07-2026,,,HPPSC Assistant Professor,,,,,369,Himachal Pradesh,Himachal Pradesh,Job,,2026-07-14,,,,,https://www.indgovtjobs.in/2026/06/hppsc-assistant-professor-recruitment.html,,,Not Applied,Application Closed,aggregator:indgovtjobs.in,2026-07-18T23:40:39,0.3,Low,Found via aggregator - needs official confirmation,"aggregator,indgovtjobs.in,faculty jobs,himachal pradesh jobs",2026-07-13T11:44:56,2026-07-30T09:22:13,-16,Expired
8e3d1b2b73bd,"Telangana Police Recruitment 2026 Notification Out, 7437 Sanctioned Vacancies",,,Telangana Police,,,,,,Telangana,Telangana,Job,,,,,,,https://www.indgovtjobs.in/2026/07/telangana-police-recruitment.html,,,Not Applied,Unverified,aggregator:indgovtjobs.in,2026-07-14T23:40:39,0.3,Low,Found via aggregator - needs official confirmation,"aggregator,indgovtjobs.in,police jobs,telangana jobs,upcoming",2026-07-13T11:44:56,2026-07-30T09:22:13,,New
4b6e9f3bd474,DSSSB Advertisement No 03/2026 - Apply Online for 1979 Posts | Last Date 15-07-2026,,,DSSSB Advertisement No 03/2026 - Apply Online for 1979 Posts,,,,,1979,Delhi,Delhi,Job,,2026-07-15,,,,,https://www.indgovtjobs.in/2026/06/dsssb-advt-no-03-2026.html,,,Not Applied,Application Closed,aggregator:indgovtjobs.in,2026-07-20T17:05:38,0.3,Low,Found via aggregator - needs official confirmation,"aggregator,indgovtjobs.in,assistants,data entry jobs,delhi jobs,iti jobs",2026-07-13T11:44:56,2026-07-30T09:22:13,-15,Expired
a836f0d3d3af,IAF Airmen Group Y Medical Assistant Online Form 2026 - Notification | Last Date 26-07-2026,,,IAF Airmen Group Y Medical Assistant Online Form 2026 - Noti,,,,,,All India,All India,Job,,2026-07-26,,,,,https://www.indgovtjobs.in/2026/07/iaf-airmen-group-y-medical-assistant.html,,,Not Applied,Application Closed,aggregator:indgovtjobs.in,2026-07-30T09:22:13,0.3,Low,Found via aggregator - needs official confirmation,"aggregator,indgovtjobs.in,indian air force jobs,medical jobs",2026-07-13T11:44:56,2026-07-30T09:22:13,-4,Expired
8b10d250db7b,Punjab and Haryana High Court Clerk Recruitment 2026 – Apply Online for 1265 Posts | Last Date 09-07-2026,,,Punjab and Haryana High Court Clerk,,,,,1265,Haryana,Haryana,Job,,2026-07-09,,,,,https://www.indgovtjobs.in/2026/05/punjab-and-haryana-high-court-clerk.html,,,Not Applied,Application Closed,aggregator:indgovtjobs.in,2026-07-13T23:59:26,0.3,Low,Found via aggregator - needs official confirmation,"aggregator,indgovtjobs.in,clerk jobs,haryana jobs,high court vacancies,punjab jobs",2026-07-13T11:44:56,2026-07-30T09:22:13,-21,Expired
f2ae7bfa21a7,CISF Paramedical Staff Recruitment 2026 – Online Form 24 ASI Posts | Last Date 07-07-2026,,,CISF Paramedical Staff,,,,,,All India,All India,Job,,2026-07-07,,,,,https://www.indgovtjobs.in/2026/06/CISF-Paramedical-Staff.html,,,Not Applied,Application Closed,aggregator:indgovtjobs.in,2026-07-13T23:59:26,0.3,Low,Found via aggregator - needs official confirmation,"aggregator,indgovtjobs.in,cisf,para medical jobs,pharmacist jobs,police jobs",2026-07-13T11:44:56,2026-07-30T09:22:13,-23,Expired
7789a2310c2b,"NIMHANS Recruitment 2026 – Apply Offline for Neuroanaesthesia Technologist, Accountant & Junior Secretarial Assistant Posts",,,NIMHANS,,,,,,Karnataka,Karnataka,Job,,,,,,,https://www.indgovtjobs.in/2026/06/NIMHANS-Recruitment.html,,,Not Applied,Unverified,aggregator:indgovtjobs.in,2026-07-13T20:20:24,0.3,Low,Found via aggregator - needs official confirmation,"aggregator,indgovtjobs.in,accountant,assistants,karnataka jobs,medical jobs",2026-07-13T11:44:56,2026-07-30T09:22:13,,New
d8db074a9257,BEEI Teacher Jobs 2026 – Apply Online for 34 Posts | Last Date 07-07-2026,,,BEEI Teacher Jobs 2026 – Apply Online for 34 Posts | Last Da,,,,,34,All India,All India,Job,,2026-07-07,,,,,https://www.indgovtjobs.in/2026/06/BEEI-Teacher-Jobs.html,,,Not Applied,Application Closed,aggregator:indgovtjobs.in,2026-07-13T20:20:24,0.3,Low,Found via aggregator - needs official confirmation,"aggregator,indgovtjobs.in,bangalore jobs,bel jobs,teacher jobs",2026-07-13T11:44:56,2026-07-30T09:22:13,-23,Expired
d696f689fa56,SDSC SHAR Teacher Recruitment 2026 – Apply Online for 10 Posts | Last Date 07-07-2026,,,SDSC SHAR Teacher,,,,,10,Andhra Pradesh,Andhra Pradesh,Job,,2026-07-07,,,,,https://www.indgovtjobs.in/2026/06/sdsc-shar-teacher-recruitment.html,,,Not Applied,Application Closed,aggregator:indgovtjobs.in,2026-07-13T20:20:24,0.3,Low,Found via aggregator - needs official confirmation,"aggregator,indgovtjobs.in,andhra pradesh,isro jobs,teacher jobs",2026-07-13T11:44:56,2026-07-30T09:22:13,-23,Expired
d0f0915f56c0,AIIMS Deoghar Manpower Recruitment 2026 Apply for 06 Posts | Last Date 15-07-2026,,,AIIMS Deoghar Manpower,,,,,06,Jharkhand,Jharkhand,Job,,2026-07-15,,,,,https://www.indgovtjobs.in/2026/06/aiims-deoghar-manpower-recruitment.html,,,Not Applied,Application Closed,aggregator:indgovtjobs.in,2026-07-20T17:05:38,0.3,Low,Found via aggregator - needs official confirmation,"aggregator,indgovtjobs.in,aiims,jharkhand jobs,officer jobs,scientist jobs",2026-07-13T11:44:56,2026-07-30T09:22:13,-15,Expired
3e0b7d4bb183,"UPSC Advertisement No.07/2026: Notification, Online Form, 450+ Posts | Last Date 17-07-2026",,,"UPSC Advertisement No.07/2026: Notification, Online Form, 45",,,,,450,All India,All India,Job,,2026-07-17,,,,,https://www.indgovtjobs.in/2026/06/upsc-advertisement-no-07-2026.html,,,Not Applied,Application Closed,aggregator:indgovtjobs.in,2026-07-20T17:05:38,0.3,Low,Found via aggregator - needs official confirmation,"aggregator,indgovtjobs.in,engineer jobs,faculty jobs,law,medical jobs",2026-07-13T11:44:56,2026-07-30T09:22:13,-13,Expired
b0c75c102f0b,Private Bank Jobs for Freshers 2026 – Latest Vacancy Notifications,,,Private Bank Jobs for Freshers 2026 – Latest,,,,,,All India,All India,Job,,,,,,,https://www.indgovtjobs.in/2015/04/private-bank-jobs.html,,,Not Applied,Unverified,aggregator:indgovtjobs.in,2026-07-13T11:45:00,0.3,Low,Found via aggregator - needs official confirmation,"aggregator,indgovtjobs.in,bank jobs",2026-07-13T11:44:56,2026-07-30T09:22:13,,New
